STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
GHM00065442,"KUMASI, GH",2016-03-30,,87,90,
GHM00065442,"KUMASI, GH",2016-03-31,,85,92,78
GHM00065442,"KUMASI, GH",2016-04-01,0.02,81,,76
GHM00065442,"KUMASI, GH",2016-04-03,,88,96,
GHM00065442,"KUMASI, GH",2016-04-05,,83,,78
GHM00065442,"KUMASI, GH",2016-04-06,0.79,83,,71
GHM00065442,"KUMASI, GH",2016-04-10,0.24,84,98,73
GHM00065442,"KUMASI, GH",2016-04-11,0.08,83,94,74
GHM00065442,"KUMASI, GH",2016-04-12,0,80,86,
GHM00065442,"KUMASI, GH",2016-04-13,,82,,
GHM00065442,"KUMASI, GH",2016-04-15,0.51,84,90,76
GHM00065442,"KUMASI, GH",2016-04-16,0,85,92,76
GHM00065442,"KUMASI, GH",2016-04-19,,87,94,
GHM00065442,"KUMASI, GH",2016-04-20,,86,,78
GHM00065442,"KUMASI, GH",2016-04-21,0.59,83,92,73
GHM00065442,"KUMASI, GH",2016-04-22,0,83,93,74
GHM00065442,"KUMASI, GH",2016-04-23,0,83,,78
GHM00065442,"KUMASI, GH",2016-04-25,,80,,
GHM00065442,"KUMASI, GH",2016-04-26,,86,96,78
GHM00065442,"KUMASI, GH",2016-04-27,,86,94,79
GHM00065442,"KUMASI, GH",2016-04-28,,82,,
GHM00065442,"KUMASI, GH",2016-04-29,,83,92,
GHM00065442,"KUMASI, GH",2016-04-30,,83,,77
GHM00065442,"KUMASI, GH",2016-05-01,,84,,78
GHM00065442,"KUMASI, GH",2016-05-02,,87,92,
GHM00065442,"KUMASI, GH",2016-05-03,,83,93,77
GHM00065442,"KUMASI, GH",2016-05-04,,81,,75
GHM00065442,"KUMASI, GH",2016-05-05,,84,93,77
GHM00065442,"KUMASI, GH",2016-05-06,,82,94,
GHM00065442,"KUMASI, GH",2016-05-08,,79,,75
GHM00065442,"KUMASI, GH",2016-05-09,,84,93,76
GHM00065442,"KUMASI, GH",2016-05-10,,81,,77
GHM00065442,"KUMASI, GH",2016-05-11,,82,92,76
GHM00065442,"KUMASI, GH",2016-05-12,,76,90,
GHM00065442,"KUMASI, GH",2016-05-13,,82,90,
GHM00065442,"KUMASI, GH",2016-05-14,,84,91,
GHM00065442,"KUMASI, GH",2016-05-15,,82,89,75
GHM00065442,"KUMASI, GH",2016-05-16,0.16,81,89,72
GHM00065442,"KUMASI, GH",2016-05-17,0,80,90,75
GHM00065442,"KUMASI, GH",2016-05-18,0.47,79,89,73
GHM00065442,"KUMASI, GH",2016-05-19,0,83,90,
GHM00065442,"KUMASI, GH",2016-05-20,,80,89,75
GHM00065442,"KUMASI, GH",2016-05-21,0,81,91,
GHM00065442,"KUMASI, GH",2016-05-22,0.71,82,,73
GHM00065442,"KUMASI, GH",2016-05-23,0.55,77,,75
GHM00065442,"KUMASI, GH",2016-05-24,1.54,77,85,71
GHM00065442,"KUMASI, GH",2016-05-25,0.28,79,90,74
GHM00065442,"KUMASI, GH",2016-05-26,0,81,90,74
GHM00065442,"KUMASI, GH",2016-05-27,0.04,81,88,76
GHM00065442,"KUMASI, GH",2016-05-28,0,81,89,76
GHM00065442,"KUMASI, GH",2016-05-29,,80,89,76
GHM00065442,"KUMASI, GH",2016-05-30,,80,,75
GHM00065442,"KUMASI, GH",2016-05-31,,82,90,74
GHM00065442,"KUMASI, GH",2016-06-01,,85,90,
GHM00065442,"KUMASI, GH",2016-06-02,,80,90,76
GHM00065442,"KUMASI, GH",2016-06-03,,80,88,76
GHM00065442,"KUMASI, GH",2016-06-04,0,80,89,73
GHM00065442,"KUMASI, GH",2016-06-05,,80,91,
GHM00065442,"KUMASI, GH",2016-06-06,,80,91,71
GHM00065442,"KUMASI, GH",2016-06-07,0.02,80,91,73
GHM00065442,"KUMASI, GH",2016-06-08,0.08,81,,75
GHM00065442,"KUMASI, GH",2016-06-09,0,81,90,74
GHM00065442,"KUMASI, GH",2016-06-10,0.87,75,,70
GHM00065442,"KUMASI, GH",2016-06-15,,76,,72
GHM00065442,"KUMASI, GH",2016-06-22,,75,,73
GHM00065442,"KUMASI, GH",2016-06-24,,80,83,
GHM00065442,"KUMASI, GH",2016-06-25,0.75,78,85,74
GHM00065442,"KUMASI, GH",2016-06-27,0,75,,72
GHM00065442,"KUMASI, GH",2016-06-29,0.43,78,83,73
GHM00065442,"KUMASI, GH",2016-06-30,0,78,83,73
GHM00065442,"KUMASI, GH",2016-07-01,0,79,85,74
GHM00065442,"KUMASI, GH",2016-07-02,,78,,73
GHM00065442,"KUMASI, GH",2016-07-04,0,80,86,73
GHM00065442,"KUMASI, GH",2016-07-05,0,81,89,73
GHM00065442,"KUMASI, GH",2016-07-08,,83,88,
GHM00065442,"KUMASI, GH",2016-07-09,,78,81,
GHM00065442,"KUMASI, GH",2016-07-10,,80,86,74
GHM00065442,"KUMASI, GH",2016-07-11,0,76,85,73
GHM00065442,"KUMASI, GH",2016-07-12,0,78,,72
GHM00065442,"KUMASI, GH",2016-07-13,,79,86,69
GHM00065442,"KUMASI, GH",2016-07-14,,74,79,71
GHM00065442,"KUMASI, GH",2016-07-15,,76,82,72
GHM00065442,"KUMASI, GH",2016-07-17,0.16,75,,71
GHM00065442,"KUMASI, GH",2016-07-18,0,77,83,
GHM00065442,"KUMASI, GH",2016-07-19,,79,86,
GHM00065442,"KUMASI, GH",2016-07-20,,76,81,73
GHM00065442,"KUMASI, GH",2016-07-23,,79,84,
GHM00065442,"KUMASI, GH",2016-07-24,,76,79,
GHM00065442,"KUMASI, GH",2016-07-25,,75,79,71
GHM00065442,"KUMASI, GH",2016-07-26,,79,83,
GHM00065442,"KUMASI, GH",2016-07-27,0.04,75,86,71
GHM00065442,"KUMASI, GH",2016-07-29,,78,82,
GHM00065442,"KUMASI, GH",2016-07-30,,76,85,72
GHM00065442,"KUMASI, GH",2016-08-02,,78,82,
GHM00065442,"KUMASI, GH",2016-08-03,,76,80,70
GHM00065442,"KUMASI, GH",2016-08-04,,78,81,
GHM00065442,"KUMASI, GH",2016-08-06,,75,81,
GHM00065442,"KUMASI, GH",2016-08-07,,76,84,72
GHM00065442,"KUMASI, GH",2016-08-08,0,78,82,72
GHM00065442,"KUMASI, GH",2016-08-09,0,77,,72
GHM00065442,"KUMASI, GH",2016-08-11,,78,84,
GHM00065442,"KUMASI, GH",2016-08-12,,76,80,72
GHM00065442,"KUMASI, GH",2016-08-13,0.08,77,83,72
GHM00065442,"KUMASI, GH",2016-08-14,0,78,86,72
GHM00065442,"KUMASI, GH",2016-08-15,,76,79,71
GHM00065442,"KUMASI, GH",2016-08-16,0.01,74,80,70
GHM00065442,"KUMASI, GH",2016-08-17,0,75,,
GHM00065442,"KUMASI, GH",2016-08-18,,76,85,71
GHM00065442,"KUMASI, GH",2016-08-19,,77,82,73
GHM00065442,"KUMASI, GH",2016-08-20,,79,,73
GHM00065442,"KUMASI, GH",2016-08-21,0.51,76,,72
GHM00065442,"KUMASI, GH",2016-08-23,0.02,78,,72
GHM00065442,"KUMASI, GH",2016-08-24,0,76,,73
GHM00065442,"KUMASI, GH",2016-08-25,0.01,79,87,
GHM00065442,"KUMASI, GH",2016-08-26,0,77,,73
GHM00065442,"KUMASI, GH",2016-08-27,,76,,72
GHM00065442,"KUMASI, GH",2016-08-28,0,77,84,72
GHM00065442,"KUMASI, GH",2016-08-29,0.02,78,87,72
GHM00065442,"KUMASI, GH",2016-08-30,0,73,,
GHM00065442,"KUMASI, GH",2016-08-31,1.42,76,86,69
GHM00065442,"KUMASI, GH",2016-09-01,0,77,82,73
GHM00065442,"KUMASI, GH",2016-09-02,,77,85,73
GHM00065442,"KUMASI, GH",2016-09-03,,77,,
GHM00065442,"KUMASI, GH",2016-09-04,1.18,77,,72
GHM00065442,"KUMASI, GH",2016-09-05,0,79,87,
GHM00065442,"KUMASI, GH",2016-09-06,0,77,82,73
GHM00065442,"KUMASI, GH",2016-09-07,0.08,78,,73
GHM00065442,"KUMASI, GH",2016-09-08,0,80,,
GHM00065442,"KUMASI, GH",2016-09-10,0,76,,72
GHM00065442,"KUMASI, GH",2016-09-12,3.03,75,79,71
GHM00065442,"KUMASI, GH",2016-09-13,0,77,,72
GHM00065442,"KUMASI, GH",2016-09-14,0,78,87,72
GHM00065442,"KUMASI, GH",2016-09-15,0.12,77,85,72
GHM00065442,"KUMASI, GH",2016-09-16,0,80,86,71
GHM00065442,"KUMASI, GH",2016-09-17,0.03,75,81,
GHM00065442,"KUMASI, GH",2016-09-18,0,79,87,68
GHM00065442,"KUMASI, GH",2016-09-19,,79,87,73
GHM00065442,"KUMASI, GH",2016-09-22,0.01,80,85,73
GHM00065442,"KUMASI, GH",2016-09-23,0,79,87,
GHM00065442,"KUMASI, GH",2016-09-24,,77,86,
GHM00065442,"KUMASI, GH",2016-09-25,1.65,76,85,73
GHM00065442,"KUMASI, GH",2016-09-26,0,78,,73
GHM00065442,"KUMASI, GH",2016-09-27,,76,,
GHM00065442,"KUMASI, GH",2016-09-28,1.26,80,87,73
GHM00065442,"KUMASI, GH",2016-09-29,0.02,81,90,73
GHM00065442,"KUMASI, GH",2016-09-30,0,78,,74
GHM00065442,"KUMASI, GH",2016-10-02,,72,,
GHM00065442,"KUMASI, GH",2016-10-03,,78,86,70
GHM00065442,"KUMASI, GH",2016-10-04,0,81,88,74
GHM00065442,"KUMASI, GH",2016-10-05,0.2,80,89,
GHM00065442,"KUMASI, GH",2016-10-06,0.08,80,92,74
GHM00065442,"KUMASI, GH",2016-10-07,0,81,,74
GHM00065442,"KUMASI, GH",2016-10-08,0.75,80,87,
GHM00065442,"KUMASI, GH",2016-10-09,0.24,77,83,
GHM00065442,"KUMASI, GH",2016-10-10,0,78,84,
GHM00065442,"KUMASI, GH",2016-10-11,,76,,
GHM00065442,"KUMASI, GH",2016-10-12,1.77,77,,71
GHM00065442,"KUMASI, GH",2016-10-13,0,83,92,75
GHM00065442,"KUMASI, GH",2016-10-14,,78,87,
GHM00065442,"KUMASI, GH",2016-10-15,0.43,76,88,72
GHM00065442,"KUMASI, GH",2016-10-16,0.04,75,,71
GHM00065442,"KUMASI, GH",2016-10-17,0,78,,72
GHM00065442,"KUMASI, GH",2016-10-20,,81,89,75
GHM00065442,"KUMASI, GH",2016-10-21,,81,90,74
GHM00065442,"KUMASI, GH",2016-10-22,,81,87,
GHM00065442,"KUMASI, GH",2016-10-23,,85,91,
GHM00065442,"KUMASI, GH",2016-10-24,,84,91,
GHM00065442,"KUMASI, GH",2016-10-25,,82,92,75
GHM00065442,"KUMASI, GH",2016-10-26,,80,91,74
GHM00065442,"KUMASI, GH",2016-10-27,,80,91,73
GHM00065442,"KUMASI, GH",2016-10-28,,83,,75
GHM00065442,"KUMASI, GH",2016-10-29,,83,92,75
GHM00065442,"KUMASI, GH",2016-10-30,,79,90,
GHM00065442,"KUMASI, GH",2016-10-31,,82,,
GHM00065442,"KUMASI, GH",2016-11-01,0.04,81,,73
GHM00065442,"KUMASI, GH",2016-11-02,0.24,80,87,73
GHM00065442,"KUMASI, GH",2016-11-03,0,82,91,
GHM00065442,"KUMASI, GH",2016-11-04,,77,,
GHM00065442,"KUMASI, GH",2016-11-05,,82,90,75
GHM00065442,"KUMASI, GH",2016-11-06,,83,91,
GHM00065442,"KUMASI, GH",2016-11-07,,83,92,76
GHM00065442,"KUMASI, GH",2016-11-09,,85,93,
GHM00065442,"KUMASI, GH",2016-11-10,,84,93,76
GHM00065442,"KUMASI, GH",2016-11-11,,83,,76
GHM00065442,"KUMASI, GH",2016-11-13,,80,91,75
GHM00065442,"KUMASI, GH",2016-11-14,0,80,92,74
GHM00065442,"KUMASI, GH",2016-11-15,,81,,74
GHM00065442,"KUMASI, GH",2016-11-18,,87,92,
GHM00065442,"KUMASI, GH",2016-11-19,0,84,95,74
GHM00065442,"KUMASI, GH",2016-11-20,,81,94,74
GHM00065442,"KUMASI, GH",2016-11-21,,81,90,74
GHM00065442,"KUMASI, GH",2016-11-22,0.16,80,,74
GHM00065442,"KUMASI, GH",2016-11-23,0.87,80,91,72
GHM00065442,"KUMASI, GH",2016-11-24,0,83,92,
GHM00065442,"KUMASI, GH",2016-11-25,,82,92,74
GHM00065442,"KUMASI, GH",2016-11-26,,83,92,
GHM00065442,"KUMASI, GH",2016-11-27,,84,91,
GHM00065442,"KUMASI, GH",2016-12-11,,82,93,73
GHM00065442,"KUMASI, GH",2016-12-18,,81,88,
GHM00065442,"KUMASI, GH",2016-12-19,,79,91,72
GHM00065442,"KUMASI, GH",2016-12-20,,82,,75
GHM00065442,"KUMASI, GH",2016-12-21,,84,92,57
GHM00065442,"KUMASI, GH",2016-12-22,,86,91,
GHM00065442,"KUMASI, GH",2016-12-24,,79,89,73
GHM00065442,"KUMASI, GH",2016-12-25,,82,91,75
GHM00065442,"KUMASI, GH",2016-12-26,,79,,75
GHM00065442,"KUMASI, GH",2016-12-27,,81,,
GHM00065442,"KUMASI, GH",2016-12-28,,79,,
GHM00065442,"KUMASI, GH",2016-12-29,,81,92,
GHM00065442,"KUMASI, GH",2016-12-30,,79,,71
GHM00065442,"KUMASI, GH",2016-12-31,,81,,71
GHM00065442,"KUMASI, GH",2017-01-01,,84,,
GHM00065442,"KUMASI, GH",2017-01-03,,81,,75
GHM00065442,"KUMASI, GH",2017-01-05,,83,93,73
GHM00065442,"KUMASI, GH",2017-01-06,,83,95,
GHM00065442,"KUMASI, GH",2017-01-07,,81,92,73
GHM00065442,"KUMASI, GH",2017-01-08,,81,,76
GHM00065442,"KUMASI, GH",2017-01-09,,80,89,70
GHM00065442,"KUMASI, GH",2017-01-10,,82,91,75
GHM00065442,"KUMASI, GH",2017-01-11,,83,,
GHM00065442,"KUMASI, GH",2017-01-15,,78,89,69
GHM00065442,"KUMASI, GH",2017-01-16,,80,90,69
GHM00065442,"KUMASI, GH",2017-01-18,,82,91,75
GHM00065442,"KUMASI, GH",2017-01-19,,84,92,
GHM00065442,"KUMASI, GH",2017-01-26,,84,94,
GHM00065442,"KUMASI, GH",2017-01-27,,82,95,73
GHM00065442,"KUMASI, GH",2017-01-28,,81,94,
GHM00065442,"KUMASI, GH",2017-01-29,,82,94,75
GHM00065442,"KUMASI, GH",2017-01-30,,85,,76
GHM00065442,"KUMASI, GH",2017-01-31,,86,95,76
GHM00065442,"KUMASI, GH",2017-02-02,,85,97,
GHM00065442,"KUMASI, GH",2017-02-04,,84,94,76
GHM00065442,"KUMASI, GH",2017-02-05,,84,94,76
GHM00065442,"KUMASI, GH",2017-02-07,,85,95,77
GHM00065442,"KUMASI, GH",2017-02-08,,86,94,
GHM00065442,"KUMASI, GH",2017-02-09,,83,,77
GHM00065442,"KUMASI, GH",2017-02-10,,84,,78
GHM00065442,"KUMASI, GH",2017-02-11,,83,,76
GHM00065442,"KUMASI, GH",2017-02-12,,84,94,77
GHM00065442,"KUMASI, GH",2017-02-13,,81,,78
GHM00065442,"KUMASI, GH",2017-02-14,,80,97,72
GHM00065442,"KUMASI, GH",2017-02-17,,84,96,76
GHM00065442,"KUMASI, GH",2017-02-18,,82,96,74
GHM00065442,"KUMASI, GH",2017-02-19,,87,96,76
GHM00065442,"KUMASI, GH",2017-02-20,,85,94,76
GHM00065442,"KUMASI, GH",2017-02-21,,87,95,
GHM00065442,"KUMASI, GH",2017-02-23,0.2,88,95,74
GHM00065442,"KUMASI, GH",2017-02-24,0,87,97,74
GHM00065442,"KUMASI, GH",2017-02-25,,83,95,
GHM00065442,"KUMASI, GH",2017-02-26,,80,91,
GHM00065442,"KUMASI, GH",2017-02-27,,83,94,70
GHM00065442,"KUMASI, GH",2017-03-01,,86,93,76
GHM00065442,"KUMASI, GH",2017-03-03,,81,,77
GHM00065442,"KUMASI, GH",2017-03-04,0.31,82,94,73
GHM00065442,"KUMASI, GH",2017-03-05,0,82,94,74
GHM00065442,"KUMASI, GH",2017-03-06,,83,93,76
GHM00065442,"KUMASI, GH",2017-03-07,0,85,93,73
GHM00065442,"KUMASI, GH",2017-03-09,,80,,78
GHM00065442,"KUMASI, GH",2017-03-10,,82,,76
GHM00065442,"KUMASI, GH",2017-03-11,0,80,91,77
GHM00065442,"KUMASI, GH",2017-03-12,,83,94,
GHM00065442,"KUMASI, GH",2017-03-14,0.08,82,94,76
GHM00065442,"KUMASI, GH",2017-03-15,0,85,96,75
GHM00065442,"KUMASI, GH",2017-03-16,,85,96,76
GHM00065442,"KUMASI, GH",2017-03-18,,81,,77
GHM00065442,"KUMASI, GH",2017-03-19,,87,,
GHM00065442,"KUMASI, GH",2017-03-20,0.43,81,,73
GHM00065442,"KUMASI, GH",2017-03-21,0,81,,76
GHM00065442,"KUMASI, GH",2017-03-22,,85,94,77
GHM00065442,"KUMASI, GH",2017-03-23,,85,92,
GHM00065442,"KUMASI, GH",2017-03-24,,79,,
GHM00065442,"KUMASI, GH",2017-03-25,,83,92,74
GHM00065442,"KUMASI, GH",2017-03-26,0.12,82,91,75
GHM00065442,"KUMASI, GH",2017-03-28,,86,95,76
GHM00065442,"KUMASI, GH",2017-03-29,,86,96,76
GHM00065442,"KUMASI, GH",2017-03-30,,83,,
GHM00065442,"KUMASI, GH",2017-03-31,1.1,80,92,
GHM00065442,"KUMASI, GH",2017-04-01,0,82,94,
GHM00065442,"KUMASI, GH",2017-04-03,,80,94,76
GHM00065442,"KUMASI, GH",2017-04-04,,81,93,
GHM00065442,"KUMASI, GH",2017-04-05,,83,93,76
GHM00065442,"KUMASI, GH",2017-04-07,,81,89,
GHM00065442,"KUMASI, GH",2017-04-08,,83,93,77
GHM00065442,"KUMASI, GH",2017-04-09,0.28,76,,72
GHM00065442,"KUMASI, GH",2017-04-10,0,81,92,
GHM00065442,"KUMASI, GH",2017-04-11,,87,,
GHM00065442,"KUMASI, GH",2017-04-13,,87,96,
GHM00065442,"KUMASI, GH",2017-04-14,,83,93,79
GHM00065442,"KUMASI, GH",2017-04-15,,81,88,77
GHM00065442,"KUMASI, GH",2017-04-16,0.75,79,,70
GHM00065442,"KUMASI, GH",2017-04-17,0,86,94,
GHM00065442,"KUMASI, GH",2017-04-18,,80,,76
GHM00065442,"KUMASI, GH",2017-04-19,0,82,93,74
GHM00065442,"KUMASI, GH",2017-04-20,,82,94,77
GHM00065442,"KUMASI, GH",2017-04-22,,82,91,74
GHM00065442,"KUMASI, GH",2017-04-23,,86,96,
GHM00065442,"KUMASI, GH",2017-04-25,,85,95,
GHM00065442,"KUMASI, GH",2017-04-28,,85,93,
GHM00065442,"KUMASI, GH",2017-04-29,,82,94,77
GHM00065442,"KUMASI, GH",2017-05-03,,85,94,
GHM00065442,"KUMASI, GH",2017-05-04,,77,,
GHM00065442,"KUMASI, GH",2017-05-05,0.55,79,88,70
GHM00065442,"KUMASI, GH",2017-05-06,0,83,93,75
GHM00065442,"KUMASI, GH",2017-05-07,,82,89,75
GHM00065442,"KUMASI, GH",2017-05-08,,84,92,
GHM00065442,"KUMASI, GH",2017-05-09,,82,,77
GHM00065442,"KUMASI, GH",2017-05-10,,84,93,77
GHM00065442,"KUMASI, GH",2017-05-14,,83,93,77
GHM00065442,"KUMASI, GH",2017-05-15,0.39,77,91,72
GHM00065442,"KUMASI, GH",2017-05-18,,82,,75
GHM00065442,"KUMASI, GH",2017-05-19,0.31,81,,75
GHM00065442,"KUMASI, GH",2017-05-20,0,82,92,
GHM00065442,"KUMASI, GH",2017-05-21,0.55,80,91,71
GHM00065442,"KUMASI, GH",2017-05-23,,85,92,77
GHM00065442,"KUMASI, GH",2017-05-24,,83,89,
GHM00065442,"KUMASI, GH",2017-05-25,,78,,
GHM00065442,"KUMASI, GH",2017-05-26,1.54,75,,71
GHM00065442,"KUMASI, GH",2017-05-27,0,85,89,
GHM00065442,"KUMASI, GH",2017-05-28,,82,90,76
GHM00065442,"KUMASI, GH",2017-05-29,0.01,82,91,74
GHM00065442,"KUMASI, GH",2017-06-05,2.17,79,90,73
GHM00065442,"KUMASI, GH",2017-06-14,,82,87,
GHM00065442,"KUMASI, GH",2017-06-15,0.08,80,,74
GHM00065442,"KUMASI, GH",2017-06-16,0,79,86,
GHM00065442,"KUMASI, GH",2017-06-18,,81,88,
GHM00065442,"KUMASI, GH",2017-06-21,,80,87,
GHM00065442,"KUMASI, GH",2017-06-23,,78,85,74
GHM00065442,"KUMASI, GH",2017-06-25,,80,86,
GHM00065442,"KUMASI, GH",2017-06-26,,78,87,74
GHM00065442,"KUMASI, GH",2017-06-27,0,79,84,74
GHM00065442,"KUMASI, GH",2017-06-28,,78,89,74
GHM00065442,"KUMASI, GH",2017-06-29,,77,,
GHM00065442,"KUMASI, GH",2017-06-30,0.28,78,87,72
GHM00065442,"KUMASI, GH",2017-07-01,0,78,87,72
GHM00065442,"KUMASI, GH",2017-07-02,,77,87,
GHM00065442,"KUMASI, GH",2017-07-07,1.77,77,84,73
GHM00065442,"KUMASI, GH",2017-07-11,,80,85,
GHM00065442,"KUMASI, GH",2017-07-12,,76,82,68
GHM00065442,"KUMASI, GH",2017-07-13,,80,86,
GHM00065442,"KUMASI, GH",2017-07-14,,78,84,
GHM00065442,"KUMASI, GH",2017-07-15,0.04,79,85,73
GHM00065442,"KUMASI, GH",2017-07-16,0,78,86,73
GHM00065442,"KUMASI, GH",2017-07-17,,77,84,
GHM00065442,"KUMASI, GH",2017-07-18,0,78,88,
GHM00065442,"KUMASI, GH",2017-07-19,0.04,78,88,
GHM00065442,"KUMASI, GH",2017-07-20,0,79,86,74
GHM00065442,"KUMASI, GH",2017-07-21,,79,85,74
GHM00065442,"KUMASI, GH",2017-07-22,,78,84,73
GHM00065442,"KUMASI, GH",2017-07-23,,79,86,73
GHM00065442,"KUMASI, GH",2017-07-24,,75,,
GHM00065442,"KUMASI, GH",2017-07-27,0,77,83,73
GHM00065442,"KUMASI, GH",2017-07-28,,78,85,73
GHM00065442,"KUMASI, GH",2017-07-29,,79,85,
GHM00065442,"KUMASI, GH",2017-07-30,,77,83,72
GHM00065442,"KUMASI, GH",2017-07-31,0.01,78,83,72
GHM00065442,"KUMASI, GH",2017-08-01,0,76,,73
GHM00065442,"KUMASI, GH",2017-08-03,,76,82,
GHM00065442,"KUMASI, GH",2017-08-04,0.08,77,85,72
GHM00065442,"KUMASI, GH",2017-08-05,0,76,81,
GHM00065442,"KUMASI, GH",2017-08-06,0.08,74,79,70
GHM00065442,"KUMASI, GH",2017-08-07,0,74,,
GHM00065442,"KUMASI, GH",2017-08-08,,77,81,72
GHM00065442,"KUMASI, GH",2017-08-09,,79,83,
GHM00065442,"KUMASI, GH",2017-08-10,,75,80,72
GHM00065442,"KUMASI, GH",2017-08-11,0,78,,72
GHM00065442,"KUMASI, GH",2017-08-12,0,78,,73
GHM00065442,"KUMASI, GH",2017-08-13,,78,86,
GHM00065442,"KUMASI, GH",2017-08-14,0.08,76,81,73
GHM00065442,"KUMASI, GH",2017-08-15,0.08,78,,72
GHM00065442,"KUMASI, GH",2017-08-16,0,76,80,72
GHM00065442,"KUMASI, GH",2017-08-19,0.04,76,85,71
GHM00065442,"KUMASI, GH",2017-08-20,0,78,85,
GHM00065442,"KUMASI, GH",2017-08-21,,77,84,71
GHM00065442,"KUMASI, GH",2017-08-22,,77,85,
GHM00065442,"KUMASI, GH",2017-08-23,,76,81,71
GHM00065442,"KUMASI, GH",2017-08-24,,79,87,
GHM00065442,"KUMASI, GH",2017-08-25,0,76,,
GHM00065442,"KUMASI, GH",2017-08-26,0.63,74,83,69
GHM00065442,"KUMASI, GH",2017-08-28,,75,,
GHM00065442,"KUMASI, GH",2017-08-29,,76,82,72
GHM00065442,"KUMASI, GH",2017-08-30,,78,83,
GHM00065442,"KUMASI, GH",2017-08-31,,77,82,72
GHM00065442,"KUMASI, GH",2017-09-01,0,78,85,72
GHM00065442,"KUMASI, GH",2017-09-02,0.02,77,87,72
GHM00065442,"KUMASI, GH",2017-09-03,0,76,82,72
GHM00065442,"KUMASI, GH",2017-09-04,,76,82,71
GHM00065442,"KUMASI, GH",2017-09-05,0,78,87,72
GHM00065442,"KUMASI, GH",2017-09-06,0,78,,73
GHM00065442,"KUMASI, GH",2017-09-07,0.47,77,85,71
GHM00065442,"KUMASI, GH",2017-09-08,0,78,83,
GHM00065442,"KUMASI, GH",2017-09-10,,79,87,73
GHM00065442,"KUMASI, GH",2017-09-11,0.31,75,,
GHM00065442,"KUMASI, GH",2017-09-12,0.98,79,,70
GHM00065442,"KUMASI, GH",2017-09-13,0.16,77,,72
GHM00065442,"KUMASI, GH",2017-09-14,0,78,86,73
GHM00065442,"KUMASI, GH",2017-09-15,,80,88,
GHM00065442,"KUMASI, GH",2017-09-16,,80,87,73
GHM00065442,"KUMASI, GH",2017-09-17,,79,86,73
GHM00065442,"KUMASI, GH",2017-09-18,,79,,72
GHM00065442,"KUMASI, GH",2017-09-19,,79,88,
GHM00065442,"KUMASI, GH",2017-09-20,,78,84,
GHM00065442,"KUMASI, GH",2017-09-21,,80,,
GHM00065442,"KUMASI, GH",2017-09-22,,78,86,
GHM00065442,"KUMASI, GH",2017-09-23,0,79,,72
GHM00065442,"KUMASI, GH",2017-09-24,1.89,73,86,
GHM00065442,"KUMASI, GH",2017-09-25,0.43,79,89,70
GHM00065442,"KUMASI, GH",2017-09-26,0,79,,74
GHM00065442,"KUMASI, GH",2017-09-27,,78,87,
GHM00065442,"KUMASI, GH",2017-09-28,,81,,74
GHM00065442,"KUMASI, GH",2017-09-29,,75,,72
GHM00065442,"KUMASI, GH",2017-10-01,0.12,81,89,74
GHM00065442,"KUMASI, GH",2017-10-02,0,80,90,74
GHM00065442,"KUMASI, GH",2017-10-03,,81,,72
GHM00065442,"KUMASI, GH",2017-10-04,,80,,
GHM00065442,"KUMASI, GH",2017-10-05,,80,87,74
GHM00065442,"KUMASI, GH",2017-10-06,,76,,
GHM00065442,"KUMASI, GH",2017-10-07,,78,89,
GHM00065442,"KUMASI, GH",2017-10-08,1.89,75,,71
GHM00065442,"KUMASI, GH",2017-10-09,0,81,91,74
GHM00065442,"KUMASI, GH",2017-10-10,,80,,74
GHM00065442,"KUMASI, GH",2017-10-11,0.08,80,,72
GHM00065442,"KUMASI, GH",2017-10-12,0.04,80,,74
GHM00065442,"KUMASI, GH",2017-10-14,0.08,76,,71
GHM00065442,"KUMASI, GH",2017-10-17,,85,91,
GHM00065442,"KUMASI, GH",2017-10-18,,84,90,
GHM00065442,"KUMASI, GH",2017-10-20,0.12,76,89,71
GHM00065442,"KUMASI, GH",2017-10-21,0,83,92,
GHM00065442,"KUMASI, GH",2017-10-24,,83,,
GHM00065442,"KUMASI, GH",2017-10-25,0.08,81,,74
GHM00065442,"KUMASI, GH",2017-10-26,0,83,,75
GHM00065442,"KUMASI, GH",2017-10-27,,81,,74
GHM00065442,"KUMASI, GH",2017-10-29,,81,90,
GHM00065442,"KUMASI, GH",2017-10-30,,82,,
GHM00065442,"KUMASI, GH",2017-10-31,,84,92,
GHM00065442,"KUMASI, GH",2017-11-01,,81,93,74
GHM00065442,"KUMASI, GH",2017-11-08,0.01,80,92,71
GHM00065442,"KUMASI, GH",2017-11-15,0,80,,74
GHM00065442,"KUMASI, GH",2017-11-16,,79,90,
GHM00065442,"KUMASI, GH",2017-11-17,,81,89,70
GHM00065442,"KUMASI, GH",2017-11-18,,79,90,75
GHM00065442,"KUMASI, GH",2017-11-19,0,75,90,71
GHM00065442,"KUMASI, GH",2017-11-20,,79,90,
GHM00065442,"KUMASI, GH",2017-11-21,,79,89,
GHM00065442,"KUMASI, GH",2017-11-22,,79,91,
GHM00065442,"KUMASI, GH",2017-11-23,0,77,87,73
GHM00065442,"KUMASI, GH",2017-11-24,0,77,,71
GHM00065442,"KUMASI, GH",2017-11-25,,81,89,73
